,title,url,rating,reviews,price,search_url
10,"ASUS F512DA-EB51 VivoBook 15 Thin and Light Laptop, 15.6” Full HD, AMD Quad Core R5-3500U CPU, 8GB DDR4 RAM, 256GB PCIe SSD, AMD Radeon Vega 8 Graphics, Windows 10 Home, Slate Gray",/ASUS-VivoBook-R5-3500U-Graphics-F512DA-EB51/dp/B07QQB7552/ref=sr_1_11?dchild=1&keywords=laptop&qid=1620093194&sr=8-11,4.6 out of 5 stars,"2,826",$499.99,https://www.amazon.com/s?k=laptop
11,"2021 HP 14"" HD Laptop for Business and Student, AMD Ryzen3 3250U (up to 3.5 GHz), 16GB RAM, 1TB HDD+128GB SSD, Ethernet, Webcam, WiFi, Bluetooth, HDMI, Fast Charge, Win10, w/Ghost Manta Accessories",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07441983J4KBFIIBWVPS&url=%2FHP-Business-Ethernet-Bluetooth-Accessories%2Fdp%2FB091PRHV8B%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1620093194%26sr%3D8-12-spons%26psc%3D1&qualifier=1620093194&id=3157550224825306&widgetName=sp_mtf,4.5 out of 5 stars,33,$569.00,https://www.amazon.com/s?k=laptop
12,"2021 HP Stream 14"" HD Thin and Light Laptop, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC, HDMI, Webcam, WiFi, Bluetooth, 1 Year Microsoft 365, Windows 10 S, Rose Pink, W/ IFT Accessories",/HP-Processor-Bluetooth-Microsoft-Accessories/dp/B08QXJM323/ref=sr_1_13?dchild=1&keywords=laptop&qid=1620093194&sr=8-13,4.7 out of 5 stars,107,$408.85,https://www.amazon.com/s?k=laptop
13,HP Stream 14-cb Laptop Intel Celeron 4GB RAM 64GB eMMC 14-inch HD WLED Office 365 Personal 1-Year Win 10 s,/HP-Stream-Celeron-14-inch-Personal/dp/B08LDBDRV6/ref=sr_1_14?dchild=1&keywords=laptop&qid=1620093194&sr=8-14,4.8 out of 5 stars,40,,https://www.amazon.com/s?k=laptop
14,"Latest_Dell Inspiron 15 3000 Laptop, 15.6” HD Anti-Glare LED-Backlit Narrow Border Display, Intel_Celeron N4020 Processor, 4GB RAM, 128GB SSD, Windows 10, Wireless+ Bluetooth, HDMI",/Latest_Dell-Anti-Glare-LED-Backlit-Intel_Celeron-Processor/dp/B08WRFC84W/ref=sr_1_15?dchild=1&keywords=laptop&qid=1620093194&sr=8-15,3.9 out of 5 stars,30,$338.00,https://www.amazon.com/s?k=laptop
15,"2021 Newest Dell Inspiron 3000 Laptop, 15.6 HD LED-Backlit Display, Intel Celeron Processor N4020, 8GB DDR4 RAM, 128GB PCIe SSD, Online Meeting Ready, Webcam, WiFi, HDMI, Bluetooth, Win10 Home, Black",/Dell-Inspiron-LED-Backlit-Processor-Bluetooth/dp/B08X1D9WWJ/ref=sr_1_16?dchild=1&keywords=laptop&qid=1620093194&sr=8-16,4.5 out of 5 stars,166,$449.00,https://www.amazon.com/s?k=laptop
16,"2021 HP 14 inch HD Laptop Newest for Business and Student, AMD Athlon Silver 3050U (Beat i5-7200U), 8GB DDR4 RAM, 256GB SSD, 802.11ac, WiFi, Bluetooth, HDMI, Windows 10 w/HESVAP 3in1 Accessories",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0356472CQ2LVM6OMKW5&url=%2FHP-Business-i5-7200U-Bluetooth-Accessories%2Fdp%2FB087WZZ7VZ%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1620093194%26sr%3D8-17-spons%26psc%3D1&qualifier=1620093194&id=3157550224825306&widgetName=sp_mtf,4.4 out of 5 stars,"2,379",$489.00,https://www.amazon.com/s?k=laptop
17,"2020 HP 15.6"" HD LED Display Laptop, Intel Pentium Gold 6405U Processor, 4GB DDR4 RAM, 128GB SSD, HDMI, Webcam, WI-FI, Windows 10 S, Scarlet Red",/HP-Display-Pentium-Processor-Windows/dp/B08HHT31TS/ref=sr_1_18?dchild=1&keywords=laptop&qid=1620093194&sr=8-18,4.6 out of 5 stars,553,$378.00,https://www.amazon.com/s?k=laptop
18,"Lenovo Flex 5 14"" 2-in-1 Laptop, 14.0"" FHD (1920 x 1080) Touch Display, AMD Ryzen 5 4500U Processor, 16GB DDR4, 256GB SSD, AMD Radeon Graphics, Digital Pen Included, Win 10, 81X20005US, Graphite Grey",/Lenovo-Processor-Graphics-Included-81X20005US/dp/B086226DDB/ref=sr_1_19?dchild=1&keywords=laptop&qid=1620093194&sr=8-19,4.4 out of 5 stars,"3,797",$629.99,https://www.amazon.com/s?k=laptop
19,"ASUS TUF Gaming F17 Gaming Laptop, 17.3” FHD IPS-Type Display, Intel Core i5-10300H, GeForce GTX 1650 Ti, 8GB DDR4, 512GB PCIe SSD, RGB Keyboard, Windows 10, Bonfire Black, FX706LI-RS53",/ASUS-IPS-Type-i5-10300H-Keyboard-FX706LI-RS53/dp/B08ZLFLF7L/ref=sr_1_20?dchild=1&keywords=laptop&qid=1620093194&sr=8-20,4.7 out of 5 stars,850,$849.99,https://www.amazon.com/s?k=laptop
20,"2021 HP 14"" HD Slim and Light Laptop, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC, Webcam, HDMI, Windows 10 S, 1 Year Office 365 /IFT Accessories (Google Classroom or Zoom Compatible) White",/HP-Processor-Accessories-Classroom-Compatible/dp/B08QGQC9TW/ref=sr_1_21?dchild=1&keywords=laptop&qid=1620093194&sr=8-21,4.4 out of 5 stars,14,$378.95,https://www.amazon.com/s?k=laptop
21,"2021 Acer Aspire 15.6"" FHD IPS Laptop Business and Student, Intel Celeron N4020(up to 2.8GHz), 4GB RAM, 64GB eMMC, USB-C, Up to 10 Hours, Google Classroom, Win 10 S +Ghost Manta Accessories",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03563722BZ1DNK3FMM59&url=%2FAcer-Business-Student-Classroom-Accessories%2Fdp%2FB09163SSPP%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1620093194%26sr%3D8-22-spons%26psc%3D1&qualifier=1620093194&id=3157550224825306&widgetName=sp_btf,4.6 out of 5 stars,144,$379.99,https://www.amazon.com/s?k=laptop
